course_id,course_name,competency,category,level,delivery_mode,duration_hours,duration_weeks,max_participants,resource_types,prerequisites,certification_offered,start_date,end_date,status,num_qualified_trainers,primary_trainer_id,num_recommended_trainees,total_enrolled,completion_rate_percent,average_course_rating,average_assessment_pass_rate_percent,description
C1247,Synoptic Meteorology: Case Studies from Indian Meteorology,Synoptic meteorology,Synoptic Meteorology,Advanced,Hybrid,20,2,20,PDF; field exercise; simulation; video,Basic understanding of Synoptic meteorology,True,2026-03-29,2026-04-12,completed,5,TRN20260108,5,11,93.5,3.6,74.9,Synoptic Meteorology: Case Studies from Indian Meteorology equips IMD personnel with the knowledge and skills required for synoptic chart analysis and classical weather forecasting fundamentals. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Synoptic meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1248,Introduction to Synoptic Meteorology,Synoptic meteorology,Synoptic Meteorology,Beginner,Online,40,5,25,simulation; PDF; live webinar; video,,True,2026-06-12,2026-07-17,completed,5,TRN20260108,4,20,71.7,4.8,96.5,"Introduction to Synoptic Meteorology equips IMD personnel with the knowledge and skills required for synoptic chart analysis and classical weather forecasting fundamentals. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Synoptic meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1249,Synoptic Meteorology in Operational Forecasting,Synoptic meteorology,Synoptic Meteorology,Intermediate,Offline,32,4,50,PDF; case study; lab exercise; field exercise; simulation,Basic understanding of Synoptic meteorology,True,2026-10-11,2026-11-08,upcoming,5,TRN20260108,5,25,55.6,4.6,82.8,"Synoptic Meteorology in Operational Forecasting equips IMD personnel with the knowledge and skills required for synoptic chart analysis and classical weather forecasting fundamentals. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Synoptic meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1253,Synoptic Meteorology Bootcamp,Synoptic meteorology,Synoptic Meteorology,Advanced,Hybrid,32,4,25,live webinar; field exercise; quiz,Basic understanding of Synoptic meteorology,False,2026-08-14,2026-09-11,completed,5,TRN20260108,4,11,77.5,4.0,81.5,Synoptic Meteorology Bootcamp equips IMD personnel with the knowledge and skills required for synoptic chart analysis and classical weather forecasting fundamentals. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Synoptic meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1254,Synoptic Meteorology Data Handling and Quality Control,Synoptic meteorology,Synoptic Meteorology,Beginner,Online,20,2,30,PDF; quiz; live webinar,,False,2027-01-09,2027-01-23,upcoming,5,TRN20260108,3,6,63.7,4.0,63.9,"Synoptic Meteorology Data Handling and Quality Control equips IMD personnel with the knowledge and skills required for synoptic chart analysis and classical weather forecasting fundamentals. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Synoptic meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1255,Synoptic Meteorology for Decision Makers,Synoptic meteorology,Synoptic Meteorology,Intermediate,Offline,32,4,40,quiz; video; case study; PDF; field exercise,Basic understanding of Synoptic meteorology,False,2026-10-21,2026-11-18,upcoming,5,TRN20260108,3,34,89.4,3.3,81.8,"Synoptic Meteorology for Decision Makers equips IMD personnel with the knowledge and skills required for synoptic chart analysis and classical weather forecasting fundamentals. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Synoptic meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1257,Synoptic Meteorology for Regional Centres,Synoptic meteorology,Synoptic Meteorology,Beginner,Online,24,3,25,field exercise; live webinar; video; quiz; case study,,False,2026-09-19,2026-10-10,ongoing,5,TRN20260108,8,15,83.3,4.1,83.4,"Synoptic Meteorology for Regional Centres equips IMD personnel with the knowledge and skills required for synoptic chart analysis and classical weather forecasting fundamentals. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Synoptic meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1259,Master Class: Synoptic Meteorology,Synoptic meteorology,Synoptic Meteorology,Advanced,Hybrid,24,3,25,video; case study; PDF; live webinar,Basic understanding of Synoptic meteorology,True,2026-09-21,2026-10-12,upcoming,5,TRN20260108,5,23,94.8,3.5,61.5,Master Class: Synoptic Meteorology equips IMD personnel with the knowledge and skills required for synoptic chart analysis and classical weather forecasting fundamentals. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Synoptic meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1260,Synoptic Meteorology Best Practices,Synoptic meteorology,Synoptic Meteorology,Beginner,Online,12,2,30,lab exercise; PDF; case study; live webinar,,True,2027-01-12,2027-01-26,upcoming,5,TRN20260108,3,28,69.0,4.0,79.0,"Synoptic Meteorology Best Practices equips IMD personnel with the knowledge and skills required for synoptic chart analysis and classical weather forecasting fundamentals. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Synoptic meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1261,Intermediate Synoptic Meteorology,Synoptic meteorology,Synoptic Meteorology,Intermediate,Offline,24,3,30,field exercise; video; simulation,Basic understanding of Synoptic meteorology,True,2026-10-04,2026-10-25,upcoming,5,TRN20260108,5,28,83.1,4.2,60.4,"Intermediate Synoptic Meteorology equips IMD personnel with the knowledge and skills required for synoptic chart analysis and classical weather forecasting fundamentals. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Synoptic meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1262,Synoptic Meteorology: Tools and Applications,Synoptic meteorology,Synoptic Meteorology,Advanced,Hybrid,16,2,50,live webinar; quiz; field exercise,Basic understanding of Synoptic meteorology,True,2027-01-11,2027-01-25,upcoming,5,TRN20260108,4,8,84.0,4.9,97.9,Synoptic Meteorology: Tools and Applications equips IMD personnel with the knowledge and skills required for synoptic chart analysis and classical weather forecasting fundamentals. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Synoptic meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1263,Foundations of Synoptic Meteorology,Synoptic meteorology,Synoptic Meteorology,Beginner,Online,12,2,40,field exercise; PDF; simulation; case study,,True,2026-05-28,2026-06-11,completed,5,TRN20260108,3,30,66.3,3.9,76.9,"Foundations of Synoptic Meteorology equips IMD personnel with the knowledge and skills required for synoptic chart analysis and classical weather forecasting fundamentals. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Synoptic meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1264,Nowcasting Essentials,Nowcasting,Nowcasting,Beginner,Offline,24,3,25,video; case study; live webinar; simulation,,False,2026-12-28,2027-01-18,upcoming,5,TRN20260129,5,22,64.1,4.1,89.3,"Nowcasting Essentials equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1265,Foundations of Nowcasting,Nowcasting,Nowcasting,Beginner,Hybrid,24,3,25,video; lab exercise; quiz; live webinar; simulation,,False,2026-08-08,2026-08-29,completed,5,TRN20260129,5,6,75.0,4.8,62.6,"Foundations of Nowcasting equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1267,Nowcasting: Core Concepts,Nowcasting,Nowcasting,Intermediate,Offline,12,2,50,live webinar; lab exercise; field exercise; PDF,Basic understanding of Nowcasting,False,2026-04-23,2026-05-07,completed,5,TRN20260129,3,20,97.8,4.9,70.8,"Nowcasting: Core Concepts equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1269,Nowcasting Bootcamp,Nowcasting,Nowcasting,Beginner,Online,12,2,25,lab exercise; field exercise; PDF; case study; live webinar,,False,2026-09-02,2026-09-16,completed,5,TRN20260129,6,10,68.7,4.7,88.4,"Nowcasting Bootcamp equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1270,Nowcasting Refresher Course,Nowcasting,Nowcasting,Intermediate,Offline,20,2,30,quiz; PDF; field exercise; video,Basic understanding of Nowcasting,True,2026-11-22,2026-12-06,upcoming,5,TRN20260129,4,24,65.0,4.4,74.0,"Nowcasting Refresher Course equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1271,Practical Lab: Nowcasting,Nowcasting,Nowcasting,Advanced,Hybrid,24,3,50,live webinar; PDF; lab exercise; simulation,Basic understanding of Nowcasting,True,2026-07-04,2026-07-25,completed,5,TRN20260129,6,5,94.8,4.8,68.7,Practical Lab: Nowcasting equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1272,Nowcasting: Tools and Applications,Nowcasting,Nowcasting,Beginner,Online,8,1,25,simulation; live webinar; case study; lab exercise,,True,2026-12-22,2026-12-29,upcoming,5,TRN20260129,4,15,71.9,4.8,82.3,"Nowcasting: Tools and Applications equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1273,Nowcasting for Decision Makers,Nowcasting,Nowcasting,Intermediate,Offline,24,3,20,simulation; field exercise; video; PDF,Basic understanding of Nowcasting,True,2026-11-14,2026-12-05,upcoming,5,TRN20260129,7,19,72.1,3.7,92.3,"Nowcasting for Decision Makers equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1274,Nowcasting for Field Officers,Nowcasting,Nowcasting,Advanced,Hybrid,20,2,30,video; live webinar; quiz; PDF; lab exercise,Basic understanding of Nowcasting,False,2026-07-04,2026-07-18,completed,5,TRN20260129,8,15,74.4,3.5,83.0,Nowcasting for Field Officers equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1275,Master Class: Nowcasting,Nowcasting,Nowcasting,Beginner,Online,8,1,30,case study; live webinar; field exercise; video,,True,2026-12-09,2026-12-16,upcoming,5,TRN20260129,3,7,77.5,3.9,90.9,"Master Class: Nowcasting equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1276,Advanced Nowcasting Techniques,Nowcasting,Nowcasting,Advanced,Offline,20,2,50,video; field exercise; PDF; case study,Basic understanding of Nowcasting,True,2026-06-23,2026-07-07,completed,5,TRN20260129,7,24,86.4,4.8,71.3,"Advanced Nowcasting Techniques equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1278,Intermediate Nowcasting,Nowcasting,Nowcasting,Beginner,Online,24,3,50,video; PDF; field exercise,,True,2026-05-06,2026-05-27,completed,5,TRN20260129,3,7,83.7,4.6,71.6,"Intermediate Nowcasting equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1281,Hands-on Nowcasting,Nowcasting,Nowcasting,Beginner,Online,24,3,30,live webinar; PDF; quiz; simulation,,True,2026-05-22,2026-06-12,completed,5,TRN20260129,6,11,55.1,3.2,84.4,"Hands-on Nowcasting equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1282,Nowcasting Capstone Project,Nowcasting,Nowcasting,Intermediate,Offline,40,5,50,field exercise; video; case study; live webinar,Basic understanding of Nowcasting,False,2026-09-09,2026-10-14,ongoing,5,TRN20260129,7,24,76.8,3.8,60.2,"Nowcasting Capstone Project equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1283,Nowcasting: Case Studies from Indian Meteorology,Nowcasting,Nowcasting,Advanced,Hybrid,20,2,50,video; field exercise; PDF; live webinar; case study,Basic understanding of Nowcasting,False,2026-09-10,2026-09-24,ongoing,5,TRN20260129,5,14,82.0,4.7,80.9,Nowcasting: Case Studies from Indian Meteorology equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1284,Nowcasting in Operational Forecasting,Nowcasting,Nowcasting,Beginner,Online,40,5,40,video; field exercise; quiz; case study; live webinar,,False,2026-06-15,2026-07-20,completed,5,TRN20260129,7,6,69.6,3.8,80.8,"Nowcasting in Operational Forecasting equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1286,Nowcasting Workshop,Nowcasting,Nowcasting,Advanced,Hybrid,8,1,40,video; field exercise; lab exercise; quiz; PDF,Basic understanding of Nowcasting,True,2026-12-12,2026-12-19,upcoming,5,TRN20260129,4,25,61.2,4.7,92.1,Nowcasting Workshop equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1287,Nowcasting for Regional Centres,Nowcasting,Nowcasting,Beginner,Online,12,2,20,field exercise; live webinar; quiz; video,,True,2026-08-29,2026-09-12,completed,5,TRN20260129,3,15,75.1,3.3,80.3,"Nowcasting for Regional Centres equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1288,Marine Meteorology Data Handling and Quality Control,Marine meteorology,Marine Meteorology,Intermediate,Offline,20,2,20,field exercise; lab exercise; PDF,Basic understanding of Marine meteorology,True,2026-05-29,2026-06-12,completed,5,TRN20260213,8,7,96.9,4.5,78.2,"Marine Meteorology Data Handling and Quality Control equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1289,Applied Marine Meteorology,Marine meteorology,Marine Meteorology,Advanced,Hybrid,40,5,40,simulation; case study; live webinar,Basic understanding of Marine meteorology,False,2026-09-05,2026-10-10,ongoing,5,TRN20260213,8,16,85.1,4.3,90.8,"Applied Marine Meteorology equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1292,Marine Meteorology: Tools and Applications,Marine meteorology,Marine Meteorology,Advanced,Hybrid,24,3,30,lab exercise; PDF; live webinar; video; simulation,Basic understanding of Marine meteorology,True,2026-10-16,2026-11-06,upcoming,5,TRN20260213,3,15,78.9,4.6,66.9,"Marine Meteorology: Tools and Applications equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1293,Marine Meteorology Best Practices,Marine meteorology,Marine Meteorology,Beginner,Online,24,3,20,field exercise; case study; lab exercise; video; quiz,,True,2026-11-06,2026-11-27,upcoming,5,TRN20260213,4,9,74.5,3.7,84.0,"Marine Meteorology Best Practices equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1294,Foundations of Marine Meteorology,Marine meteorology,Marine Meteorology,Beginner,Offline,12,2,30,quiz; lab exercise; live webinar; case study,,True,2026-12-29,2027-01-12,upcoming,5,TRN20260213,3,17,91.4,4.6,62.4,"Foundations of Marine Meteorology equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1295,Marine Meteorology Bootcamp,Marine meteorology,Marine Meteorology,Advanced,Hybrid,8,1,50,PDF; field exercise; case study; video,Basic understanding of Marine meteorology,False,2026-06-19,2026-06-26,completed,5,TRN20260213,4,50,71.5,3.8,81.3,"Marine Meteorology Bootcamp equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1296,Marine Meteorology for Regional Centres,Marine meteorology,Marine Meteorology,Beginner,Online,12,2,25,field exercise; simulation; case study; lab exercise; PDF,,True,2026-05-31,2026-06-14,completed,5,TRN20260213,5,9,86.0,4.0,77.0,"Marine Meteorology for Regional Centres equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1297,Marine Meteorology: Core Concepts,Marine meteorology,Marine Meteorology,Intermediate,Offline,12,2,40,field exercise; quiz; PDF; lab exercise,Basic understanding of Marine meteorology,False,2026-07-22,2026-08-05,completed,5,TRN20260213,7,32,81.0,4.2,93.0,"Marine Meteorology: Core Concepts equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1298,Advanced Marine Meteorology Techniques,Marine meteorology,Marine Meteorology,Advanced,Hybrid,20,2,50,live webinar; video; field exercise; quiz; lab exercise,Basic understanding of Marine meteorology,False,2026-07-26,2026-08-09,completed,5,TRN20260213,8,34,77.2,4.1,83.8,"Advanced Marine Meteorology Techniques equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1299,Introduction to Marine Meteorology,Marine meteorology,Marine Meteorology,Beginner,Online,32,4,20,quiz; simulation; video; case study; live webinar,,False,2026-04-10,2026-05-08,completed,5,TRN20260213,6,16,96.3,4.6,71.3,"Introduction to Marine Meteorology equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1303,Marine Meteorology Capstone Project,Marine meteorology,Marine Meteorology,Intermediate,Offline,20,2,40,quiz; lab exercise; live webinar; simulation,Basic understanding of Marine meteorology,False,2026-11-07,2026-11-21,upcoming,5,TRN20260213,4,14,77.8,3.9,71.3,"Marine Meteorology Capstone Project equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1304,Practical Lab: Marine Meteorology,Marine meteorology,Marine Meteorology,Advanced,Hybrid,32,4,30,video; simulation; quiz; case study; lab exercise,Basic understanding of Marine meteorology,False,2026-06-30,2026-07-28,completed,5,TRN20260213,7,19,88.2,4.5,88.6,"Practical Lab: Marine Meteorology equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1305,Hands-on Marine Meteorology,Marine meteorology,Marine Meteorology,Beginner,Online,32,4,25,video; live webinar; simulation; field exercise,,True,2026-07-29,2026-08-26,completed,5,TRN20260213,3,8,84.5,3.8,88.3,"Hands-on Marine Meteorology equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1306,Master Class: Marine Meteorology,Marine meteorology,Marine Meteorology,Intermediate,Offline,8,1,20,PDF; video; quiz; simulation; field exercise,Basic understanding of Marine meteorology,False,2026-11-10,2026-11-17,upcoming,5,TRN20260213,8,10,65.9,4.0,96.5,"Master Class: Marine Meteorology equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1308,Marine Meteorology Refresher Course,Marine meteorology,Marine Meteorology,Beginner,Online,12,2,50,case study; live webinar; lab exercise; video,,False,2027-01-09,2027-01-23,upcoming,5,TRN20260213,4,33,85.8,3.4,62.8,"Marine Meteorology Refresher Course equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1313,Weather Observation Best Practices,Weather observation,Weather Observation,Advanced,Hybrid,8,1,50,case study; simulation; PDF; video; live webinar,Basic understanding of Weather observation,True,2027-01-14,2027-01-21,upcoming,5,TRN20260108,5,15,84.9,4.1,77.1,Weather Observation Best Practices equips IMD personnel with the knowledge and skills required for standard surface and upper-air weather observation practices and data quality control. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Weather observation' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1314,Advanced Weather Observation Techniques,Weather observation,Weather Observation,Advanced,Online,12,2,20,field exercise; simulation; PDF; video; lab exercise,Basic understanding of Weather observation,True,2026-05-26,2026-06-09,completed,5,TRN20260108,3,14,72.9,4.6,90.1,Advanced Weather Observation Techniques equips IMD personnel with the knowledge and skills required for standard surface and upper-air weather observation practices and data quality control. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Weather observation' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
